schoolwebsite,domain,schdomain,ukdomain,urns,dqi
hepworthpri.kgfl.dbprimary.com/,hepworthpri.kgfl.dbprimary.com,0,0,{107657},0
heritagehigh.myeduwebsite.com/,heritagehigh.myeduwebsite.com,0,0,{112964},0
hertfordvale.co.uk,hertfordvale.co.uk,0,1,{121534},0
hesslepenshurstprimary.eriding.net,hesslepenshurstprimary.eriding.net,0,0,{117849},0
heyfordparkfreeschool.org/,heyfordparkfreeschool.org,0,0,{139998},0
hhhs.net/,hhhs.net,0,0,{138110},0
highfieldhumanities.co.uk/,highfieldhumanities.co.uk,0,1,{119732},0
hillcrest.bham.sch.uk/,hillcrest.bham.sch.uk,1,1,{137346},0
hobbayneprimary.fluencycms.co.uk/,hobbayneprimary.fluencycms.co.uk,0,1,{101888},0
hoevalleyschool.org,hoevalleyschool.org,0,0,{142009},0
holbrookacademy.org/,holbrookacademy.org,0,0,{137208},0
holburyinfants.co.uk,holburyinfants.co.uk,0,1,{116029},0
hollingworthacademy.co.uk/,hollingworthacademy.co.uk,0,1,{140091},0
hollinswoodprimary.co.uk/,hollinswoodprimary.co.uk,0,1,{123456},0
hollylodge.liverpool.sch.uk/,hollylodge.liverpool.sch.uk,1,1,{104688},0
hollytreesprimaryschool.co.uk,hollytreesprimaryschool.co.uk,0,1,{132142},0
holmfirthjinschool.net/,holmfirthjinschool.net,0,0,{107655},0
holyfamily.waltham.sch.uk/,holyfamily.waltham.sch.uk,1,1,{103106},0
holyredeemerschoolpershore.org/,holyredeemerschoolpershore.org,0,0,{116908},0
holyroodinfantschool.org.uk,holyroodinfantschool.org.uk,0,1,{126426},0
home.btconnect.com/lprimaryschool/,home.btconnect.com,0,0,{104327},0
homepages.enterprise.net/springwelldene/,homepages.enterprise.net,0,0,{108881},0
home.shelleycollege.org/,home.shelleycollege.org,0,0,{137352},0
home.teknical.com/bradwindhill,home.teknical.com,0,0,{107312},0
hornby.focus-school.com/,hornby.focus-school.com,0,0,{134770},0
hoylandswaineprimary.co.uk/,hoylandswaineprimary.co.uk,0,1,{106585},0
hs.eriding.net/,hs.eriding.net,0,0,{118084},0
huntsgrovepa.co.uk/,huntsgrovepa.co.uk,0,1,{141696},0
hwjs.hants.sch.uk,hwjs.hants.sch.uk,1,1,{116255},0
hydecommunitycollege.org.uk/,hydecommunitycollege.org.uk,0,1,{106268},0
icknield.beds.sch.uk,icknield.beds.sch.uk,1,1,{109711},0
info.ex.ac.uk/,info.ex.ac.uk,0,1,{133817},0
ipswichacademy.paradigmtrust.org,ipswichacademy.paradigmtrust.org,0,0,{136453},0
isleham.eschools.co.uk,isleham.eschools.co.uk,0,1,{110791},0
jamesbateman.staffs.sch.uk/,jamesbateman.staffs.sch.uk,1,1,{124428},0
jerudonginternationalschool.com/,jerudonginternationalschool.com,0,0,{132630},0
johnfisher.realsmartcloud.com/,johnfisher.realsmartcloud.com,0,0,{141470},0
johnhenrynewmancatholiccollege.org.uk/,johnhenrynewmancatholiccollege.org.uk,0,1,{136347},0
johnofgauntschool.org,johnofgauntschool.org,0,0,{138020},0
johnrandallprimary.co.uk,johnrandallprimary.co.uk,0,1,{123445},0
johnrayjuniors.com,johnrayjuniors.com,0,0,{115028},0
jorichardson.org.uk/,jorichardson.org.uk,0,1,{133561},0
jys.org.uk,jys.org.uk,0,1,{125880},0
khalsasecondaryacademy.com/,khalsasecondaryacademy.com,0,0,{139897},0
kimberleyschool.co.uk/,kimberleyschool.co.uk,0,1,{138641},0
kingrichardschool.net/,kingrichardschool.net,0,0,{116462},0
kingseducation.com,kingseducation.com,0,0,{138602},0
kingsmeadow.org.uk/,kingsmeadow.org.uk,0,1,{108410},0
kingsmeadowschool.co.uk,kingsmeadowschool.co.uk,0,1,{122167},0
kingsoakacademy.org.uk/,kingsoakacademy.org.uk,0,1,{137106},0
kings.wakefield.sch.uk/,kings.wakefield.sch.uk,1,1,{139500},0
kirkburton.kgfl.digitalbrain.com/kgfl/schools/kirkburton/frontpage/home/,kirkburton.kgfl.digitalbrain.com,0,0,{107745},0
kirkbyhighschool.net/,kirkbyhighschool.net,0,0,{140001},0
klbschool.org.uk/,klbschool.org.uk,0,1,{137033},0
knaphill.surrey.sch.uk,knaphill.surrey.sch.uk,1,1,{125000},0
knowleshill.kgfl.digitalbrain.com,knowleshill.kgfl.digitalbrain.com,0,0,{107603},0
kpf.staffs.sch.uk,kpf.staffs.sch.uk,1,1,{124095},0
ksn.org.uk/,ksn.org.uk,0,1,{125747},0
ladygroveprimary.taw.org.uk,ladygroveprimary.taw.org.uk,0,1,{123438},0
laisterdykecollege.org.uk/,laisterdykecollege.org.uk,0,1,{107443},0
lammas-school.co.uk,lammas-school.co.uk,0,1,{122937},0
lancaster.southend.sch.uk,lancaster.southend.sch.uk,1,1,"{144693,115445}",0
langdonuk.org/education,langdonuk.org,0,0,{131910},0
langstoneinfants.co.uk/,langstoneinfants.co.uk,0,1,{116207},0
lathomhighschool.org/,lathomhighschool.org,0,0,{119774},0
learningvillage.org.uk/,learningvillage.org.uk,0,1,"{144441,123984}",0
leightonprimaryschool.net,leightonprimaryschool.net,0,0,{111065},0
levenprimary.eriding.net,levenprimary.eriding.net,0,0,{117981},0
lifesciencesutc.co.uk/,lifesciencesutc.co.uk,0,1,{139588},0
lilleshallschool.taw.org.uk,lilleshallschool.taw.org.uk,0,1,{123378},0
lincolnshire.schooljotter.com/stbernadettes,lincolnshire.schooljotter.com,0,0,{118041},0
lincolnutc.co.uk/,lincolnutc.co.uk,0,1,{140950},0
lincstlc.lincs.sch.uk/,lincstlc.lincs.sch.uk,1,1,{137824},0
lindleyjun.kgfl.digitalbrain.com,lindleyjun.kgfl.digitalbrain.com,0,0,{107632},0
lintonpark.focus-school.com,lintonpark.focus-school.com,0,0,{134452},0
longbenton.org.uk/,longbenton.org.uk,0,1,{108645},0
longroyde.weebly.com/,longroyde.weebly.com,0,0,{107501},0
lordderbyacademy.thedeantrust.co.uk/,lordderbyacademy.thedeantrust.co.uk,0,1,{140412},0
lordlawson.org.uk/,lordlawson.org.uk,0,1,{137942},0
loretochorlton.org/,loretochorlton.org,0,0,{105574},0
ludford.info,ludford.info,0,0,{120575},0
madrid-chamartin.kingscollegeschools.org/,madrid-chamartin.kingscollegeschools.org,0,0,{141433},0
maidenerleghschool.co.uk/,maidenerleghschool.co.uk,0,1,{136637},0
mail.brent.kent.sch.uk,mail.brent.kent.sch.uk,1,1,{118589},0
mail.sandgate.cumbria.sch.uk,mail.sandgate.cumbria.sch.uk,1,1,{112465},0
manorfieldpri.kgfl.dbprimary.com/kgfl/primary/manorfieldpri,manorfieldpri.kgfl.dbprimary.com,0,0,{107672},0
manorhigh.leics.sch.uk/,manorhigh.leics.sch.uk,1,1,{137120},0
manton.notts.sch.uk,manton.notts.sch.uk,1,1,{132238},0
maplefields.northants.sch.uk/,maplefields.northants.sch.uk,1,1,{131186},0
marchesschool.co.uk/,marchesschool.co.uk,0,1,{136979},0
marlborough.oxon.sch.uk,marlborough.oxon.sch.uk,1,1,{123267},0
marriotts.herts.sch.uk/,marriotts.herts.sch.uk,1,1,{117534},0
maxillachildrenscentre.com,maxillachildrenscentre.com,0,0,{100475},0
mayfieldealingschool.org.uk/,mayfieldealingschool.org.uk,0,1,{101877},0
mcmacademy.co.uk/,mcmacademy.co.uk,0,1,"{135905,142762}",0
mcsbrent.co.uk/,mcsbrent.co.uk,0,1,{140862},0
mcstudio.co.uk/,mcstudio.co.uk,0,1,{141107},0
members.aol.com/bessemrscl/,members.aol.com,0,0,{114092},0
members.aol.com/dayn001/,members.aol.com,0,0,{122881},0
members.aol.com/ealingmonk/junsch0.html,members.aol.com,0,0,{101956},0
members.aol.com/malgard2/cdps/index.html,members.aol.com,0,0,{123748},0
members.aol.com/portsladcc/,members.aol.com,0,0,{114599},0
members.tripod.co.uk/finlayschool/,members.tripod.co.uk,0,1,{115604},0
mendip-partnership.schools.uk.com/,mendip-partnership.schools.uk.com,0,0,{134694},0
meopham.kent.sch.uk/,meopham.kent.sch.uk,1,1,{139075},0
mesivta.org.uk/,mesivta.org.uk,0,1,{134195},0
mhcc.co/,mhcc.co,0,0,{134990},0
michaelchurchprimary.co.uk,michaelchurchprimary.co.uk,0,1,{116714},0
millbrook.wigan.sch.uk,millbrook.wigan.sch.uk,1,1,{106436},0
millenniumprimary.org.uk/,millenniumprimary.org.uk,0,1,{143211},0
mill-lane.stockton.dbprimary.com/stockton/primary/mill-lane,mill-lane.stockton.dbprimary.com,0,0,{111539},0
minsthorpe.cc/,minsthorpe.cc,0,0,{137011},0
moatcommunitycollege.uk/,moatcommunitycollege.uk,0,1,{120292},0
moodle.kidmore-end.co.uk/,moodle.kidmore-end.co.uk,0,1,"{144577,123202}",0
moodle.longdean.herts.sch.uk/,moodle.longdean.herts.sch.uk,1,1,{137110},0
moodle.theroseland.cornwall.sch.uk/,moodle.theroseland.cornwall.sch.uk,1,1,{136572},0
moorend.kgfl.digitalbrain.com,moorend.kgfl.digitalbrain.com,0,0,{107720},0
moorsideprimary.net/,moorsideprimary.net,0,0,{105910},0
mordifordceprimaryschool.co.uk,mordifordceprimaryschool.co.uk,0,1,{140464},0
moreton-school.org/,moreton-school.org,0,0,{104397},0
mossheyprimary.co.uk,mossheyprimary.co.uk,0,1,{106090},0
murcia.kingscollegeschools.org/,murcia.kingscollegeschools.org,0,0,{142180},0
murrayfieldacademy.paradigmtrust.org/,murrayfieldacademy.paradigmtrust.org,0,0,{143550},0
nbc.medway.sch.uk,nbc.medway.sch.uk,1,1,{118926},0
neatherd.org/,neatherd.org,0,0,"{144316,121182}",0
nelsonacademy.co.uk/,nelsonacademy.co.uk,0,1,{140363},0
netacademies.net/henryhinde/,netacademies.net,0,0,{140372},0
netleyabbey-jun.hants.sch.uk/,netleyabbey-jun.hants.sch.uk,1,1,{116061},0
newent.gloucs.sch.uk/,newent.gloucs.sch.uk,1,1,{138746},0
newforestacademy.org/,newforestacademy.org,0,0,{138585},0
newman.cumbria.sch.uk/,newman.cumbria.sch.uk,1,1,{112399},0
new.rainhammark.com/,new.rainhammark.com,0,0,{136864},0
newsomejuniors.sharepoint.com,newsomejuniors.sharepoint.com,0,0,{107630},0
nidderdale.n-yorks.sch.uk/,nidderdale.n-yorks.sch.uk,1,1,{121700},0
nields.kgfl.digitalbrain.com/,nields.kgfl.digitalbrain.com,0,0,{107646},0
norstein.50megs.com/,norstein.50megs.com,0,0,{121244},0
northcave-school.co.uk,northcave-school.co.uk,0,1,{117984},0
northelmham.schooljotter2.com/,northelmham.schooljotter2.com,0,0,{121049},0
northernhouseacademytrust.schooljotter2.com/,northernhouseacademytrust.schooljotter2.com,0,0,{138643},0
northfieldssc.org/,northfieldssc.org,0,0,{111731},0
northleamingtonschool.warwickshire.sch.uk/,northleamingtonschool.warwickshire.sch.uk,1,1,{125748},0
northliverpoolacademy.co.uk/,northliverpoolacademy.co.uk,0,1,{131065},0
northormesby.educatr.com,northormesby.educatr.com,0,0,{111588},0
northowram.calderdale.sch.uk/,northowram.calderdale.sch.uk,1,1,{107486},0
northwalshamhigh.norfolk.sch.uk/,northwalshamhigh.norfolk.sch.uk,1,1,{121154},0
notleygreen.essex.sch.uk,notleygreen.essex.sch.uk,1,1,{138901},0
notredameliverpool.com/,notredameliverpool.com,0,0,{104706},0
nsetc.n-somerset.sch.uk,nsetc.n-somerset.sch.uk,1,1,{141040},0
nts.cumbria.sch.uk/,nts.cumbria.sch.uk,1,1,{112397},0
oak-farm.school.hants.gov.uk/,oak-farm.school.hants.gov.uk,0,1,{116449},0
oaklandsinfants.boxbear.co.uk/index.html,oaklandsinfants.boxbear.co.uk,0,1,{109865},0
oaklands.towerhamlets.sch.uk/,oaklands.towerhamlets.sch.uk,1,1,{100972},0
oakspark.co.uk/,oakspark.co.uk,0,1,{133405},0
oakwoodlive.net,oakwoodlive.net,0,0,{116138},0
okehamptoncollege.devon.sch.uk/,okehamptoncollege.devon.sch.uk,1,1,{113540},0
oldburyacademy.co.uk/,oldburyacademy.co.uk,0,1,{137701},0
oldfieldschool.com/,oldfieldschool.com,0,0,{136483},0
olivertomkinsschools.co.uk/swindon/primary/olivertomkins,olivertomkinsschools.co.uk,0,1,{126443},0
online.surreycc.gov.uk/,online.surreycc.gov.uk,0,1,"{142284,125266}",0
onslow.herts.sch.uk/,onslow.herts.sch.uk,1,1,{137792},0
ormistonendeavouracademy.co.uk/,ormistonendeavouracademy.co.uk,0,1,{137674},0
orrets-meadow.eschools.co.uk,orrets-meadow.eschools.co.uk,0,1,{105140},0
ovinghammiddleschool.net,ovinghammiddleschool.net,0,0,{122341},0
paddockpri.kgfl.dbprimary.com,paddockpri.kgfl.dbprimary.com,0,0,{107615},0
paget.staffs.sch.uk/,paget.staffs.sch.uk,1,1,{124392},0
pangbourne.w-berks.sch.uk,pangbourne.w-berks.sch.uk,1,1,{109940},0
parkendprimary.co.uk/,parkendprimary.co.uk,0,1,{111632},0
parksideacademy.org.uk/,parksideacademy.org.uk,0,1,{137903},0
pearson.hull.sch.uk,pearson.hull.sch.uk,1,1,{142440},0
penkethhighschool.co.uk/,penkethhighschool.co.uk,0,1,{139506},0
penkridge.staffs.sch.uk/,penkridge.staffs.sch.uk,1,1,{124423},0
petiteecolebilingue.free.fr/,petiteecolebilingue.free.fr,0,0,{138599},0
philipshigh.co.uk/,philipshigh.co.uk,0,1,{105360},0
phoenixlearningcare.co.uk/,phoenixlearningcare.co.uk,0,1,{131947},0
pinehurst-jun.liverpool.sch.uk/index2.html,pinehurst-jun.liverpool.sch.uk,1,1,{104567},0
pinewood.havering.lgfl.net,pinewood.havering.lgfl.net,0,0,{102326},0
pittville.gloucs.sch.uk/,pittville.gloucs.sch.uk,1,1,{115772},0
ponthigh.org.uk/,ponthigh.org.uk,0,1,{122358},0
poolacademy.co.uk/,poolacademy.co.uk,0,1,{136614},0
poolhayesarts.net/,poolhayesarts.net,0,0,{104251},0
portway.leadinglearningtrust.org,portway.leadinglearningtrust.org,0,0,{142632},0
prescotschool.org.uk/,prescotschool.org.uk,0,1,{135477},0
priory.tpstrust.co.uk/,priory.tpstrust.co.uk,0,1,{138216},0
priorywoods.middlesbrough.sch.uk,priorywoods.middlesbrough.sch.uk,1,1,{131425},0
pudseygrangefield.leeds.sch.uk/,pudseygrangefield.leeds.sch.uk,1,1,{108079},0
pyrgopriory.co.uk/,pyrgopriory.co.uk,0,1,"{141577,102320}",0
radcliffeschool.org.uk/,radcliffeschool.org.uk,0,1,{110532},0
raglanprimaryschool.co.uk,raglanprimaryschool.co.uk,0,1,{140088},0
rainbowforge.prod.leaditservices.co.uk/,rainbowforge.prod.leaditservices.co.uk,0,1,{143997},0
ralphsadleir.herts.sch.uk/,ralphsadleir.herts.sch.uk,1,1,{140249},0
range.sefton.sch.uk,range.sefton.sch.uk,1,1,{104953},0
ravensthorpeinf.kgfl.digitalbrain.com/,ravensthorpeinf.kgfl.digitalbrain.com,0,0,{107614},0
redbornecommunitycollege.com,redbornecommunitycollege.com,0,0,"{136559,109643}",0
redbridgeprimary.redbridge.sch.uk/redbridge/primary/redbridge,redbridgeprimary.redbridge.sch.uk,1,1,{127046},0
rednockschool.org.uk/,rednockschool.org.uk,0,1,"{144088,115758}",0
redoakprimaryschool.co.uk,redoakprimaryschool.co.uk,0,1,{140573},0
redwoodparkschool.com,redwoodparkschool.com,0,0,{116628},0
reinwoodjuniorschool.com,reinwoodjuniorschool.com,0,0,{107621},0
ricardslodge.merton.sch.uk/,ricardslodge.merton.sch.uk,1,1,{102673},0
ripleyacademy.org,ripleyacademy.org,0,0,{141259},0
ripleystthomas.com/,ripleystthomas.com,0,0,{136731},0
robertblake.org.uk/,robertblake.org.uk,0,1,{123878},0
rooksheath.harrow.sch.uk/,rooksheath.harrow.sch.uk,1,1,{137198},0
rounddiamondprimary.net,rounddiamondprimary.net,0,0,{117299},0
rowena.schnet.org,rowena.schnet.org,0,0,{106695},0
roysia.herts.sch.uk/,roysia.herts.sch.uk,1,1,{137657},0
rsaacademy.org/,rsaacademy.org,0,0,{135599},0
rushbrook.manchester.sch.uk/,rushbrook.manchester.sch.uk,1,1,{138784},0
ruskinacademy.education,ruskinacademy.education,0,0,{138886},0
ruthgorse.leeds.sch.uk/,ruthgorse.leeds.sch.uk,1,1,{140565},0
rvc.scc.surrey.sch.uk/,rvc.scc.surrey.sch.uk,1,1,{135893},0
rydon.wawordpress.co.uk/,rydon.wawordpress.co.uk,0,1,{126067},0
ryecroft.staffs.sch.uk/,ryecroft.staffs.sch.uk,1,1,{124450},0
ryedaleschool.org/,ryedaleschool.org,0,0,{121665},0
sacredheartilkley.co.uk,sacredheartilkley.co.uk,0,1,"{139353,107343}",0
safaschooldubai.com/,safaschooldubai.com,0,0,{142519},0
saintlukes.wigan.sch.uk,saintlukes.wigan.sch.uk,1,1,{106485},0
salehighschool.org.uk/,salehighschool.org.uk,0,1,"{144702,106375}",0
saltash.net/,saltash.net,0,0,{136575},0
alverthorpe.eschools.co.uk,alverthorpe.eschools.co.uk,0,1,{108253},0
samuellister.co.uk/,samuellister.co.uk,0,1,{137576},0
sandbachschool.org/,sandbachschool.org,0,0,{137491},0
sandylanebracknell.com,sandylanebracknell.com,0,0,{133619},0
ashwickehallschool.sabis.net/,ashwickehallschool.sabis.net,0,0,{137950},0
savileparkprimary.org.uk,savileparkprimary.org.uk,0,1,{107482},0
beaconfederation.com/devon/primary/beaconfederation,beaconfederation.com,0,0,{113249},0
bishopmartince.co.uk,bishopmartince.co.uk,0,1,{104621},0
britishcouncilschool.es,britishcouncilschool.es,0,0,{142417},0
britishschool.si,britishschool.si,0,0,{144781},0
sbsj.co.uk/,sbsj.co.uk,0,1,{140569},0
castleway.eschools.co.uk,castleway.eschools.co.uk,0,1,{105002},0
charltonschool.wordpress.com/,charltonschool.wordpress.com,0,0,{140237},0
scholespri.kgfl.dbprimary.com,scholespri.kgfl.dbprimary.com,0,0,{107674},0
school.pebmarsh.com/,school.pebmarsh.com,0,0,{115137},0
school-portal.co.uk/stjohnswood,school-portal.co.uk,0,1,{131733},0
schoolsite.edex.net.uk/114/,schoolsite.edex.net.uk,0,1,{114298},0
schoolsite.edex.net.uk/1307/,schoolsite.edex.net.uk,0,1,{108967},0
schoolsite.edex.net.uk/1316/,schoolsite.edex.net.uk,0,1,{100670},0
schoolsite.edex.net.uk/1370/,schoolsite.edex.net.uk,0,1,{102618},0
schoolsite.edex.net.uk/1378/,schoolsite.edex.net.uk,0,1,{100706},0
schoolsite.edex.net.uk/335/index.htm,schoolsite.edex.net.uk,0,1,{109698},0
schoolsite.edex.net.uk/453/index.htm,schoolsite.edex.net.uk,0,1,{100698},0
schoolsite.edex.net.uk/455/,schoolsite.edex.net.uk,0,1,{122054},0
schoolsite.edex.net.uk/600/,schoolsite.edex.net.uk,0,1,{122880},0
schoolsite.edex.net.uk/634/,schoolsite.edex.net.uk,0,1,{100761},0
schoolsite.edex.net.uk/647/,schoolsite.edex.net.uk,0,1,{105706},0
schoolsite.edex.net.uk/671/,schoolsite.edex.net.uk,0,1,{105684},0
schoolsite.edex.net.uk/736/,schoolsite.edex.net.uk,0,1,{101470},0
schoolsite.edex.net.uk/77/,schoolsite.edex.net.uk,0,1,{101692},0
schools-online.co.uk/leasjunior,schools-online.co.uk,0,1,{117764},0
science.davinci-school.co.uk/,science.davinci-school.co.uk,0,1,{138225},0
seahousesmiddleschool.com/,seahousesmiddleschool.com,0,0,{122315},0
secondary.riversidecampus.com/,secondary.riversidecampus.com,0,0,{139791},0
server.ethosptc.co.uk/execoll/exeter_college_welcome.cfm,server.ethosptc.co.uk,0,1,{130645},0
sessay.n-yorks.sch.uk,sessay.n-yorks.sch.uk,1,1,{121514},0
settlebeck.org/,settlebeck.org,0,0,{137269},0
sevakeducationtrust.org/,sevakeducationtrust.org,0,0,{141104},0
farncombecofeinfantschool.co/,farncombecofeinfantschool.co,0,0,{125145},0
hayfield-school.co.uk,hayfield-school.co.uk,0,1,{136672},0
hee.nhs.uk/,hee.nhs.uk,0,1,{144813},0
sigglesthorne.ebor.academy/,sigglesthorne.ebor.academy,0,0,{143823},0
sircharleskaoutc.com/,sircharleskaoutc.com,0,0,{140570},0
sj3.tlfe.org,sj3.tlfe.org,0,0,{117953},0
sjb.community,sjb.community,0,0,{125404},0
sjfchs.org.uk/,sjfchs.org.uk,0,1,{121717},0
skinnerskentacademy.publishpath.com/,skinnerskentacademy.publishpath.com,0,0,{135888},0
sledmereandwetwangfederation.co.uk,sledmereandwetwangfederation.co.uk,0,1,{117997},0
madrid-soto.kingscollegeschools.org/,madrid-soto.kingscollegeschools.org,0,0,{133016},0
smithswood.co.uk/,smithswood.co.uk,0,1,"{143895,104118}",0
mountpleasant-darlington.frogos.net,mountpleasant-darlington.frogos.net,0,0,{143449},0
newton-hill-community.eschools.co.uk/website,newton-hill-community.eschools.co.uk,0,1,{108164},0
oak.leaf.bournemouth.sch.uk/,oak.leaf.bournemouth.sch.uk,1,1,{139037},0
oldparkprimaryschool.taw.org.uk,oldparkprimaryschool.taw.org.uk,0,1,{133270},0
somershamprimary.co.uk,somershamprimary.co.uk,0,1,{110689},0
sonningcommonprimary.co.uk/,sonningcommonprimary.co.uk,0,1,{123038},0
oughtringtoncps.co.uk,oughtringtoncps.co.uk,0,1,{111135},0
southendgirls.school-site5.net/,southendgirls.school-site5.net,0,0,{136444},0
southshoreacademy.co.uk/,southshoreacademy.co.uk,0,1,{140021},0
pentlandprimary.co.uk/stockton/primary/pentland,pentlandprimary.co.uk,0,1,"{111642,144542}",0
sprattonprimary.org.uk/#,sprattonprimary.org.uk,0,1,{121991},0
springwelldeneschool.co.uk/,springwelldeneschool.co.uk,0,1,{139285},0
sacksmorasha.org.uk/,sacksmorasha.org.uk,0,1,{139727},0
scissettceacademy.org/kgfl/primary/scissettfirstpri,scissettceacademy.org,0,0,{143232},0
sites.google.com/a/aetinet.org/cordeaux-academy/,sites.google.com,0,0,{139055},0
sites.google.com/a/aetinet.org/kingswood-academy/,sites.google.com,0,0,{139118},0
sites.google.com/a/aetinet.org/north-thoresby-primary-academy/,sites.google.com,0,0,{139868},0
sites.google.com/a/bardwellprimary.com/bardwell/home,sites.google.com,0,0,{143056},0
sites.google.com/a/edukirklees.net/flatts-nursery-school/,sites.google.com,0,0,{107592},0
sites.google.com/a/oakfieldshortstay.co.uk/home/,sites.google.com,0,1,{136754},0
sites.google.com/a/woodfordhalseacademy.net/www2/,sites.google.com,0,0,{141073},0
sites.google.com/site/stpetersoldwindsor/,sites.google.com,0,0,{141349},0
slp3.somerset.gov.uk/schools/combestnicholasprimary,slp3.somerset.gov.uk,0,1,{123828},0
slp5.somerset.org.uk/webs/ct/sitepages/home.aspx,slp5.somerset.org.uk,0,1,{123831},0
slp5.somerset.org.uk/webs/ct/timberscombe/sitepages/home.aspx,slp5.somerset.org.uk,0,1,{123841},0
slp5.somerset.org.uk/webs/merriott/sitepages/home.aspx,slp5.somerset.org.uk,0,1,{123654},0
slp5.somerset.org.uk/webs/stjosephsprimaryschool/sitepages/home.aspx,slp5.somerset.org.uk,0,1,{123846},0
solihull.wmgacademy.org.uk/,solihull.wmgacademy.org.uk,0,1,{142900},0
southfield.eschools.co.uk,southfield.eschools.co.uk,0,1,"{106723,144410}",0
st-marys-catholic.eschools.co.uk,st-marys-catholic.eschools.co.uk,0,1,{111999},0
stpeterandpaulcatholicprimary.taw.org.uk,stpeterandpaulcatholicprimary.taw.org.uk,0,1,{123552},0
stagnesrc.net/,stagnesrc.net,0,0,{101332},0
staidansacademy.co.uk/,staidansacademy.co.uk,0,1,{135314},0
stanchester-academy.co.uk/,stanchester-academy.co.uk,0,1,{137080},0
stantonharcourtschool.org.uk/,stantonharcourtschool.org.uk,0,1,"{123113,140871}",0
staugs.co.uk/,staugs.co.uk,0,1,{121714},0
stbartholomews.org.uk,stbartholomews.org.uk,0,1,{104815},0
stbedes.durham.sch.uk/,stbedes.durham.sch.uk,1,1,{138172},0
st-benedicts.cumbria.sch.uk/,st-benedicts.cumbria.sch.uk,1,1,{112398},0
stbotolphs.suffolk.dbprimary.com,stbotolphs.suffolk.dbprimary.com,0,0,{124758},0
stbrigid.knowsley.sch.uk/,stbrigid.knowsley.sch.uk,1,1,{104474},0
st-charles.lancs.sch.uk,st-charles.lancs.sch.uk,1,1,{119650},0
st-columbas.bexley.sch.uk/,st-columbas.bexley.sch.uk,1,1,{138650},0
stedwards.academy,stedwards.academy,0,0,{139171},0
st-faiths.hants.sch.uk,st-faiths.hants.sch.uk,1,1,{116374},0
stfrancisprimaryandnursery.co.uk,stfrancisprimaryandnursery.co.uk,0,1,"{143434,103546}",0
stgeorgesblackpool.com/,stgeorgesblackpool.com,0,0,{140759},0
sthelens.herts.sch.uk/,sthelens.herts.sch.uk,1,1,{117462},0
theroyalschool.co.uk/,theroyalschool.co.uk,0,1,{143101},0
stjohnthebaptistprimary.co.uk/,stjohnthebaptistprimary.co.uk,0,1,{116314},0
stjosephsblogs.net/,stjosephsblogs.net,0,0,{112926},0
stjosephstrentvale.com/,stjosephstrentvale.com,0,0,{136460},0
stlukes.kgfl.digitalbrain.com/kgfl/schools/stlukes/frontpage/home/,stlukes.kgfl.digitalbrain.com,0,0,{107726},0
stlukesprimaryschool.org.uk,stlukesprimaryschool.org.uk,0,1,"{122009,143467}",0
